ID,Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Class_number_of_rings,Shell_humidity_weight
6451,M,0.355,0.26,0.085,0.1905,0.081,0.0485,0.055,6,0.054
6452,I,0.5,0.37,0.115,0.5745,0.306,0.112,0.141,7,0.128
6453,F,0.525,0.43,0.165,0.717,0.289,0.1745,0.195,10,0.233
6454,M,0.28,0.2,0.08,0.0915,0.033,0.0215,0.03,5,0.028
6455,F,0.69,0.535,0.185,1.826,0.797,0.409,0.499,11,0.53
6456,M,0.67,0.51,0.175,1.5265,0.651,0.4475,0.345,10,0.53
6457,M,0.7,0.525,0.175,1.7585,0.8745,0.3615,0.47,10,0.414
6458,F,0.58,0.46,0.15,0.9955,0.429,0.212,0.26,19,0.306
6459,F,0.55,0.43,0.125,0.923,0.4035,0.175,0.283,8,0.237
6460,M,0.525,0.425,0.19,0.872,0.4625,0.1725,0.199,9,0.21
6461,I,0.435,0.315,0.11,0.3685,0.1615,0.0715,0.12,7,0.087
6462,M,0.65,0.52,0.21,1.6785,0.6665,0.308,0.46,11,0.552
6463,M,0.56,0.46,0.235,0.8395,0.3325,0.157,0.305,12,0.202
6464,F,0.62,0.54,0.165,1.139,0.4995,0.2435,0.357,11,0.282
6465,M,0.37,0.28,0.105,0.234,0.0905,0.0585,0.075,9,0.069
6466,M,0.59,0.49,0.135,1.008,0.422,0.2245,0.285,11,0.301
6467,I,0.52,0.405,0.14,0.6765,0.2865,0.146,0.205,15,0.185
6468,M,0.285,0.21,0.075,0.1185,0.055,0.0285,0.04,7,0.024
6469,M,0.745,0.585,0.215,2.499,0.9265,0.472,0.7,17,0.873
6470,F,0.7,0.555,0.22,1.666,0.647,0.4285,0.455,11,0.564
6471,I,0.34,0.265,0.08,0.2015,0.09,0.0475,0.055,5,0.057
6472,M,0.65,0.52,0.155,1.368,0.6185,0.288,0.365,9,0.385
6473,M,0.67,0.515,0.165,1.1735,0.526,0.285,0.316,11,0.331
6474,F,0.53,0.395,0.145,0.775,0.308,0.169,0.255,7,0.212
6475,M,0.54,0.405,0.155,0.9715,0.3225,0.194,0.29,19,0.359
6476,I,0.21,0.17,0.045,0.0475,0.019,0.011,0.013,5,0.016
6477,I,0.535,0.4,0.135,0.775,0.368,0.208,0.2055,8,0.202
6478,I,0.435,0.325,0.105,0.335,0.136,0.065,0.115,8,0.084
6479,M,0.63,0.47,0.155,1.1325,0.589,0.211,0.287,8,0.257
6480,F,0.55,0.415,0.135,0.8145,0.427,0.1855,0.175,8,0.213
6481,I,0.585,0.47,0.17,0.985,0.3695,0.2395,0.315,10,0.3
6482,M,0.29,0.225,0.08,0.1295,0.0535,0.026,0.045,10,0.031
6483,F,0.6,0.5,0.155,1.332,0.6235,0.2835,0.35,8,0.359
6484,I,0.315,0.23,0.09,0.1285,0.043,0.04,0.04,7,0.046
6485,F,0.635,0.495,0.195,1.297,0.556,0.2985,0.37,11,0.371
6486,M,0.57,0.435,0.125,0.8965,0.383,0.1835,0.275,9,0.238
6487,F,0.75,0.61,0.235,2.5085,1.232,0.519,0.612,14,0.665
6488,M,0.595,0.45,0.145,0.959,0.463,0.2065,0.2535,10,0.242
6489,F,0.63,0.505,0.195,1.306,0.516,0.3305,0.375,9,0.415
6490,M,0.495,0.4,0.155,0.8085,0.2345,0.1155,0.35,6,0.224
6491,F,0.54,0.435,0.175,0.892,0.322,0.174,0.335,13,0.235
6492,F,0.53,0.425,0.13,0.717,0.2115,0.166,0.255,13,0.25
6493,F,0.53,0.44,0.135,0.7835,0.313,0.1715,0.2185,9,0.252
6494,M,0.6,0.465,0.18,1.193,0.5145,0.315,0.3055,8,0.373
6495,I,0.575,0.435,0.13,0.805,0.3155,0.2155,0.245,10,0.245
6496,I,0.55,0.465,0.15,0.936,0.481,0.174,0.2435,9,0.212
6497,F,0.51,0.395,0.12,0.6175,0.262,0.122,0.193,12,0.163
6498,M,0.58,0.47,0.165,0.9975,0.3935,0.242,0.33,10,0.274
6499,F,0.72,0.55,0.195,2.073,1.0715,0.4265,0.5015,9,0.5
6500,I,0.6,0.48,0.17,0.9175,0.38,0.2225,0.29,8,0.247
6501,M,0.64,0.505,0.165,1.4435,0.6145,0.3035,0.39,18,0.439
6502,M,0.48,0.375,0.115,0.6765,0.3205,0.1065,0.17,6,0.186
6503,M,0.66,0.505,0.2,1.6305,0.4865,0.297,0.61,18,0.534
6504,M,0.37,0.28,0.095,0.2225,0.0805,0.051,0.075,7,0.067
6505,M,0.61,0.49,0.16,1.146,0.597,0.246,0.265,8,0.284
6506,M,0.51,0.39,0.135,0.769,0.3935,0.1455,0.19,8,0.185
6507,M,0.665,0.525,0.155,1.3575,0.5325,0.3045,0.4485,10,0.376
6508,I,0.575,0.44,0.125,0.8515,0.4555,0.1715,0.1965,9,0.2
6509,I,0.525,0.4,0.14,0.601,0.2625,0.1285,0.1835,9,0.155
6510,F,0.385,0.315,0.11,0.286,0.1225,0.0635,0.0835,10,0.08
6511,I,0.54,0.395,0.135,0.6555,0.2705,0.155,0.192,9,0.193
6512,M,0.455,0.35,0.105,0.401,0.1575,0.083,0.135,9,0.109
6513,I,0.34,0.26,0.08,0.2,0.08,0.0555,0.055,6,0.065
6514,F,0.585,0.475,0.185,0.9585,0.4145,0.1615,0.33,11,0.214
6515,M,0.615,0.46,0.17,1.0565,0.4815,0.272,0.27,10,0.305
6516,M,0.7,0.55,0.2,1.523,0.693,0.306,0.4405,13,0.389
6517,I,0.625,0.46,0.16,1.2395,0.55,0.273,0.38,14,0.309
6518,I,0.445,0.31,0.09,0.336,0.1555,0.09,0.0855,7,0.095
6519,M,0.72,0.55,0.205,2.165,1.1055,0.525,0.404,10,0.656
6520,I,0.435,0.375,0.11,0.4155,0.17,0.076,0.145,8,0.1
6521,M,0.49,0.39,0.14,0.707,0.2795,0.2185,0.18,13,0.247
6522,I,0.37,0.27,0.095,0.232,0.1325,0.041,0.0615,6,0.038
6523,M,0.49,0.355,0.155,0.981,0.465,0.2015,0.2505,8,0.266
6524,M,0.61,0.475,0.175,1.024,0.409,0.261,0.322,9,0.293
6525,M,0.415,0.32,0.1,0.3005,0.1215,0.0575,0.104,11,0.075
6526,M,0.655,0.52,0.18,1.492,0.7185,0.36,0.355,11,0.418
6527,I,0.535,0.39,0.125,0.599,0.2595,0.149,0.169,9,0.17
6528,I,0.49,0.385,0.14,0.5425,0.198,0.127,0.175,11,0.169
6529,M,0.48,0.395,0.15,0.6815,0.2145,0.1405,0.2495,18,0.217
6530,F,0.635,0.485,0.165,1.2945,0.668,0.2605,0.2715,9,0.355
6531,F,0.59,0.415,0.15,0.8805,0.3645,0.234,0.235,11,0.281
6532,M,0.635,0.525,0.205,1.484,0.55,0.3115,0.43,20,0.504
6533,M,0.5,0.38,0.155,0.66,0.2655,0.1365,0.215,19,0.18
6534,M,0.71,0.56,0.175,1.724,0.566,0.4575,0.4625,13,0.695
6535,F,0.55,0.415,0.18,1.1655,0.502,0.301,0.311,9,0.352
6536,F,0.48,0.38,0.12,0.608,0.2705,0.1405,0.185,8,0.152
6537,I,0.45,0.34,0.125,0.4045,0.171,0.07,0.1345,8,0.099
6538,I,0.305,0.23,0.075,0.1455,0.0595,0.0305,0.05,6,0.036
6539,I,0.375,0.285,0.09,0.237,0.106,0.0395,0.08,8,0.051
6540,I,0.47,0.365,0.1,0.411,0.175,0.0855,0.135,8,0.101
6541,M,0.575,0.48,0.15,0.9465,0.4355,0.2605,0.2505,9,0.261
6542,F,0.4,0.3,0.115,0.3025,0.1335,0.0465,0.0935,8,0.075
6543,F,0.565,0.45,0.16,0.795,0.3605,0.1555,0.23,12,0.205
6544,M,0.47,0.39,0.15,0.6355,0.2185,0.0885,0.255,9,0.162
6545,M,0.605,0.49,0.18,1.167,0.457,0.29,0.3745,9,0.335
6546,M,0.575,0.45,0.135,0.9215,0.354,0.209,0.2365,9,0.331
6547,I,0.295,0.23,0.08,0.1625,0.065,0.05,0.0385,5,0.059
6548,M,0.485,0.36,0.13,0.5415,0.2595,0.096,0.16,10,0.122
6549,I,0.475,0.34,0.105,0.4535,0.203,0.08,0.1465,9,0.104
6550,M,0.54,0.455,0.14,0.972,0.419,0.255,0.269,10,0.284
6551,F,0.535,0.4,0.135,0.8215,0.3935,0.196,0.205,8,0.223
6552,I,0.43,0.315,0.095,0.378,0.175,0.08,0.1045,8,0.099
6553,I,0.435,0.34,0.11,0.407,0.1685,0.073,0.13,10,0.108
6554,M,0.535,0.42,0.165,0.9195,0.3355,0.1985,0.26,16,0.324
6555,I,0.35,0.26,0.095,0.211,0.086,0.056,0.068,7,0.057
6556,M,0.61,0.47,0.165,1.052,0.498,0.242,0.267,9,0.287
6557,I,0.5,0.385,0.11,0.596,0.3015,0.104,0.151,8,0.143
6558,M,0.55,0.385,0.13,0.7275,0.343,0.1625,0.19,8,0.195
6559,I,0.42,0.315,0.1,0.3435,0.157,0.0795,0.09,6,0.097
6560,M,0.56,0.43,0.155,0.8675,0.4,0.172,0.229,8,0.239
6561,F,0.56,0.44,0.155,0.9705,0.4315,0.263,0.255,9,0.284
6562,I,0.385,0.3,0.09,0.247,0.1225,0.044,0.0675,5,0.057
6563,I,0.35,0.265,0.08,0.192,0.081,0.0465,0.053,6,0.058
6564,F,0.565,0.45,0.165,0.887,0.37,0.239,0.249,11,0.268
6565,F,0.505,0.405,0.16,0.6835,0.271,0.145,0.215,10,0.197
6566,M,0.7,0.58,0.205,2.13,0.7415,0.49,0.58,20,0.808
6567,M,0.645,0.495,0.185,1.4935,0.5265,0.2785,0.455,15,0.512
6568,I,0.58,0.425,0.145,0.83,0.379,0.1605,0.2575,11,0.193
6569,I,0.445,0.32,0.12,0.378,0.152,0.0825,0.12,8,0.106
6570,M,0.52,0.4,0.105,0.872,0.4515,0.1615,0.1985,9,0.222
6571,M,0.59,0.465,0.155,1.136,0.5245,0.2615,0.275,11,0.336
6572,I,0.385,0.29,0.09,0.2615,0.111,0.0595,0.0745,9,0.076
6573,M,0.53,0.41,0.14,0.681,0.3095,0.1415,0.1835,6,0.188
6574,I,0.19,0.13,0.045,0.0265,0.009,0.005,0.009,5,0.009
6575,F,0.36,0.265,0.09,0.2165,0.096,0.037,0.0735,10,0.047
6576,F,0.64,0.515,0.205,1.5335,0.6635,0.3345,0.4025,9,0.468
6577,F,0.56,0.445,0.155,1.224,0.5565,0.3225,0.2695,10,0.398
6578,I,0.5,0.385,0.12,0.516,0.197,0.1305,0.165,8,0.154
6579,F,0.575,0.445,0.14,0.941,0.3845,0.252,0.285,9,0.272
6580,I,0.385,0.3,0.09,0.247,0.1225,0.044,0.0675,5,0.057
6581,F,0.53,0.42,0.17,0.828,0.41,0.208,0.1505,6,0.267
6582,M,0.6,0.48,0.155,1.014,0.451,0.1885,0.325,11,0.238
6583,M,0.535,0.43,0.14,0.7165,0.2855,0.1595,0.2155,8,0.216
6584,M,0.285,0.215,0.075,0.106,0.0415,0.023,0.035,5,0.029
6585,M,0.505,0.385,0.105,0.5525,0.239,0.1245,0.1555,9,0.158
6586,I,0.355,0.285,0.095,0.2275,0.0955,0.0475,0.0715,6,0.061
6587,M,0.545,0.42,0.12,0.7865,0.403,0.185,0.17,7,0.213
6588,I,0.29,0.21,0.06,0.1195,0.056,0.0235,0.03,6,0.034
6589,M,0.595,0.47,0.155,1.2015,0.492,0.3865,0.265,10,0.445
6590,I,0.365,0.27,0.085,0.1875,0.081,0.042,0.058,6,0.048
6591,I,0.51,0.4,0.125,0.5575,0.2615,0.1195,0.1525,9,0.143
6592,M,0.59,0.475,0.14,0.977,0.4625,0.2025,0.275,10,0.239
6593,M,0.56,0.43,0.155,0.8675,0.4,0.172,0.229,8,0.239
6594,I,0.545,0.43,0.13,0.7595,0.358,0.153,0.2055,8,0.196
6595,M,0.62,0.47,0.135,1.0195,0.5315,0.2005,0.2475,8,0.241
6596,I,0.46,0.34,0.09,0.384,0.1795,0.068,0.11,8,0.095
6597,M,0.58,0.45,0.16,0.8675,0.3935,0.221,0.215,9,0.259
6598,F,0.575,0.48,0.165,1.078,0.511,0.2095,0.306,9,0.261
6599,F,0.65,0.51,0.155,1.189,0.483,0.278,0.3645,13,0.342
6600,F,0.34,0.255,0.085,0.204,0.097,0.021,0.05,6,0.057
6601,I,0.515,0.395,0.125,0.6635,0.32,0.14,0.17,8,0.173
6602,F,0.435,0.35,0.125,0.459,0.197,0.1145,0.145,9,0.117
6603,M,0.53,0.41,0.125,0.769,0.346,0.173,0.215,9,0.208
6604,M,0.645,0.49,0.16,1.251,0.5355,0.3345,0.3165,9,0.399
6605,I,0.58,0.46,0.14,0.8295,0.3915,0.165,0.238,10,0.2
6606,I,0.34,0.26,0.085,0.1885,0.0815,0.0335,0.06,6,0.047
6607,F,0.59,0.485,0.205,1.2315,0.4525,0.238,0.42,13,0.359
6608,F,0.595,0.48,0.16,1.2095,0.5225,0.296,0.32,8,0.367
6609,I,0.535,0.4,0.135,0.6025,0.2895,0.121,0.154,9,0.159
6610,I,0.39,0.29,0.1,0.2845,0.1255,0.0635,0.081,7,0.078
6611,M,0.72,0.55,0.205,2.165,1.1055,0.525,0.404,10,0.656
6612,F,0.65,0.475,0.165,1.3875,0.58,0.3485,0.3095,9,0.498
6613,F,0.445,0.355,0.15,0.485,0.181,0.125,0.155,11,0.149
6614,I,0.495,0.375,0.115,0.5755,0.31,0.1145,0.1395,8,0.126
6615,F,0.575,0.46,0.16,1.103,0.538,0.221,0.249,9,0.316
6616,F,0.53,0.385,0.125,0.6695,0.289,0.151,0.18,10,0.201
6617,M,0.5,0.4,0.13,0.7715,0.37,0.16,0.211,8,0.19
6618,I,0.395,0.3,0.09,0.279,0.134,0.049,0.075,8,0.07
6619,I,0.445,0.33,0.12,0.347,0.12,0.084,0.105,11,0.122
6620,I,0.565,0.42,0.155,0.743,0.31,0.186,0.231,9,0.202
6621,F,0.68,0.57,0.205,1.842,0.625,0.408,0.65,20,0.567
6622,F,0.38,0.305,0.105,0.281,0.1045,0.0615,0.09,12,0.087
6623,M,0.62,0.465,0.185,1.274,0.579,0.3065,0.32,12,0.375
6624,M,0.6,0.45,0.195,1.34,0.617,0.3255,0.3605,10,0.363
6625,I,0.535,0.45,0.155,0.8075,0.3655,0.148,0.2595,10,0.182
6626,M,0.65,0.515,0.175,1.466,0.677,0.3045,0.4,10,0.389
6627,I,0.28,0.2,0.065,0.0895,0.036,0.0185,0.03,7,0.024
6628,I,0.465,0.37,0.115,0.4075,0.1515,0.0935,0.1455,9,0.111
6629,F,0.525,0.4,0.135,0.714,0.318,0.138,0.208,10,0.188
6630,F,0.65,0.505,0.165,1.16,0.4785,0.274,0.349,11,0.333
6631,I,0.27,0.195,0.06,0.073,0.0285,0.0235,0.03,5,0.014
6632,M,0.33,0.255,0.095,0.1875,0.0735,0.045,0.06,7,0.054
6633,F,0.69,0.525,0.19,1.492,0.6425,0.3905,0.42,12,0.43
6634,M,0.645,0.515,0.175,1.6115,0.6745,0.384,0.385,14,0.552
6635,M,0.585,0.46,0.145,0.9335,0.478,0.1825,0.235,9,0.221
6636,I,0.5,0.38,0.135,0.5285,0.226,0.123,0.209,8,0.093
6637,F,0.48,0.4,0.125,0.759,0.2125,0.179,0.24,15,0.306
6638,M,0.565,0.44,0.155,0.868,0.348,0.217,0.26,11,0.26
6639,I,0.62,0.47,0.155,0.966,0.447,0.171,0.284,11,0.235
6640,M,0.71,0.565,0.2,1.601,0.706,0.321,0.45,11,0.445
6641,M,0.53,0.42,0.165,0.8945,0.319,0.239,0.245,11,0.33
6642,F,0.68,0.58,0.2,1.787,0.585,0.453,0.6,19,0.602
6643,I,0.345,0.255,0.085,0.2005,0.105,0.037,0.05,5,0.046
6644,I,0.36,0.27,0.095,0.2,0.073,0.056,0.061,8,0.066
6645,I,0.525,0.39,0.105,0.567,0.2875,0.1075,0.16,8,0.119
6646,M,0.665,0.525,0.16,1.363,0.629,0.279,0.34,8,0.394
6647,I,0.5,0.385,0.12,0.56,0.2835,0.103,0.135,8,0.142
6648,M,0.485,0.385,0.125,0.4775,0.2,0.0785,0.17,12,0.107
6649,M,0.59,0.475,0.155,0.857,0.356,0.174,0.28,13,0.221
6650,F,0.54,0.42,0.14,0.805,0.369,0.1725,0.21,11,0.226
6651,F,0.585,0.46,0.17,0.9325,0.365,0.271,0.29,9,0.278
6652,M,0.585,0.465,0.16,0.9555,0.4595,0.236,0.265,7,0.231
6653,M,0.695,0.56,0.185,1.74,0.885,0.3715,0.4375,10,0.417
6654,F,0.655,0.49,0.16,1.204,0.5455,0.2615,0.3225,9,0.336
6655,M,0.655,0.59,0.2,1.5455,0.654,0.3765,0.415,11,0.477
6656,I,0.375,0.275,0.09,0.218,0.093,0.0405,0.0755,6,0.05
6657,F,0.68,0.515,0.175,1.6185,0.5125,0.409,0.62,12,0.486
6658,F,0.625,0.485,0.135,1.3025,0.61,0.2675,0.3605,14,0.332
6659,M,0.485,0.39,0.085,0.6435,0.2945,0.103,0.198,8,0.151
6660,M,0.605,0.475,0.145,0.884,0.3835,0.1905,0.27,8,0.23
6661,I,0.595,0.47,0.135,0.9365,0.434,0.184,0.287,10,0.215
6662,F,0.655,0.515,0.155,1.309,0.524,0.346,0.385,11,0.4
6663,M,0.465,0.35,0.12,0.5205,0.2015,0.1625,0.185,11,0.134
6664,M,0.485,0.39,0.135,0.617,0.25,0.1345,0.1635,8,0.203
6665,F,0.58,0.45,0.17,0.9705,0.4615,0.232,0.248,9,0.261
6666,M,0.48,0.375,0.115,0.6765,0.3205,0.1065,0.17,6,0.186
6667,M,0.685,0.55,0.19,1.885,0.89,0.41,0.4895,10,0.506
6668,M,0.615,0.475,0.19,1.4335,0.7315,0.305,0.3285,9,0.373
6669,M,0.46,0.355,0.11,0.415,0.215,0.082,0.13,12,0.07
6670,F,0.52,0.43,0.15,0.728,0.302,0.1575,0.235,11,0.191
6671,I,0.405,0.305,0.1,0.271,0.0965,0.061,0.091,7,0.084
6672,I,0.46,0.345,0.11,0.3755,0.1525,0.058,0.125,7,0.098
6673,I,0.505,0.385,0.12,0.6005,0.239,0.142,0.185,7,0.177
6674,M,0.5,0.4,0.165,0.825,0.254,0.205,0.285,13,0.286
6675,I,0.475,0.35,0.12,0.4905,0.2035,0.13,0.135,7,0.152
6676,M,0.63,0.495,0.16,1.093,0.497,0.221,0.315,12,0.281
6677,F,0.46,0.355,0.13,0.517,0.2205,0.114,0.165,9,0.131
6678,F,0.63,0.495,0.145,1.147,0.5455,0.266,0.2885,9,0.313
6679,M,0.45,0.335,0.125,0.349,0.119,0.1055,0.115,10,0.115
6680,F,0.665,0.5,0.175,1.4355,0.643,0.345,0.37,9,0.422
6681,I,0.55,0.44,0.165,0.8605,0.312,0.169,0.3,17,0.248
6682,I,0.58,0.46,0.14,0.8295,0.3915,0.165,0.238,10,0.2
6683,I,0.195,0.135,0.04,0.0325,0.0135,0.005,0.0095,4,0.01
6684,I,0.335,0.25,0.075,0.186,0.0945,0.038,0.0445,7,0.047
6685,F,0.655,0.49,0.16,1.204,0.5455,0.2615,0.3225,9,0.336
6686,F,0.66,0.5,0.155,1.3765,0.6485,0.288,0.335,12,0.393
6687,M,0.605,0.49,0.18,1.227,0.48,0.287,0.35,18,0.397
6688,F,0.55,0.425,0.145,0.797,0.297,0.15,0.265,9,0.235
6689,I,0.22,0.165,0.055,0.0545,0.0215,0.012,0.02,5,0.013
6690,M,0.375,0.29,0.1,0.276,0.1175,0.0565,0.085,9,0.074
6691,I,0.47,0.35,0.13,0.466,0.1845,0.099,0.145,11,0.137
6692,F,0.515,0.395,0.165,0.7565,0.1905,0.17,0.3205,10,0.245
6693,I,0.555,0.425,0.13,0.648,0.2835,0.133,0.2105,8,0.154
6694,M,0.63,0.465,0.15,1.027,0.537,0.188,0.176,8,0.314
6695,F,0.65,0.545,0.175,1.5245,0.59,0.326,0.495,10,0.44
6696,I,0.37,0.275,0.1,0.2295,0.0885,0.0465,0.07,7,0.071
6697,I,0.375,0.29,0.085,0.2385,0.118,0.045,0.0695,7,0.051
6698,I,0.45,0.335,0.105,0.447,0.2335,0.153,0.119,7,0.095
6699,M,0.67,0.525,0.165,1.6085,0.682,0.3145,0.4005,11,0.526
6700,I,0.25,0.18,0.065,0.0685,0.0245,0.0155,0.0225,5,0.022
6701,F,0.625,0.5,0.15,0.953,0.3445,0.2235,0.305,15,0.304
6702,F,0.56,0.465,0.16,1.0315,0.432,0.2025,0.337,9,0.263
6703,I,0.435,0.33,0.125,0.406,0.1685,0.1055,0.096,12,0.142
6704,M,0.46,0.365,0.125,0.467,0.1895,0.0945,0.158,10,0.12
6705,M,0.495,0.38,0.135,0.6295,0.263,0.1425,0.215,12,0.151
6706,M,0.28,0.21,0.065,0.0905,0.035,0.02,0.03,5,0.025
6707,M,0.685,0.51,0.165,1.545,0.686,0.3775,0.4055,10,0.453
6708,I,0.375,0.27,0.085,0.218,0.0945,0.039,0.07,7,0.053
6709,F,0.65,0.515,0.195,1.4005,0.5195,0.36,0.44,13,0.441
6710,I,0.505,0.405,0.13,0.6015,0.3015,0.11,0.18,8,0.12
6711,F,0.61,0.48,0.175,1.0675,0.391,0.216,0.42,15,0.256
6712,I,0.285,0.21,0.07,0.109,0.044,0.0265,0.033,5,0.032
6713,M,0.695,0.53,0.15,1.477,0.6375,0.3025,0.43,14,0.41
6714,F,0.725,0.56,0.185,1.792,0.873,0.367,0.435,11,0.484
6715,M,0.5,0.39,0.135,0.6595,0.3145,0.1535,0.1565,6,0.188
6716,F,0.405,0.325,0.11,0.3555,0.151,0.063,0.117,9,0.087
6717,I,0.545,0.43,0.14,0.687,0.2615,0.1405,0.25,9,0.176
6718,M,0.545,0.44,0.14,0.8395,0.356,0.1905,0.2385,11,0.245
6719,I,0.36,0.3,0.085,0.27,0.1185,0.064,0.0745,7,0.077
6720,M,0.71,0.565,0.205,2.198,1.012,0.5225,0.5475,11,0.638
6721,I,0.515,0.42,0.15,0.6725,0.2555,0.1335,0.235,10,0.182
6722,F,0.49,0.385,0.15,0.7865,0.241,0.14,0.24,23,0.305
6723,I,0.325,0.25,0.08,0.1735,0.0765,0.0345,0.049,7,0.048
6724,M,0.625,0.49,0.175,1.3325,0.5705,0.271,0.405,10,0.357
6725,M,0.385,0.3,0.115,0.3435,0.1645,0.085,0.1025,6,0.077
6726,I,0.525,0.4,0.13,0.6455,0.325,0.1245,0.17,8,0.15
6727,F,0.575,0.45,0.1,0.9315,0.431,0.222,0.235,12,0.265
6728,M,0.6,0.46,0.155,0.9595,0.4455,0.189,0.295,11,0.219
6729,F,0.6,0.5,0.16,1.122,0.5095,0.256,0.309,10,0.304
6730,M,0.525,0.4,0.17,0.7305,0.279,0.2055,0.195,11,0.257
6731,M,0.655,0.51,0.215,1.7835,0.8885,0.4095,0.4195,11,0.476
6732,M,0.745,0.565,0.215,1.931,0.896,0.4585,0.5,11,0.535
6733,M,0.63,0.53,0.175,1.4135,0.667,0.2945,0.3555,13,0.391
6734,F,0.67,0.53,0.225,1.5615,0.63,0.487,0.3725,11,0.559
6735,I,0.555,0.425,0.145,0.7905,0.3485,0.1765,0.225,9,0.217
6736,M,0.495,0.4,0.12,0.6605,0.2605,0.161,0.19,15,0.21
6737,M,0.565,0.45,0.14,1.0055,0.3785,0.244,0.265,12,0.362
6738,I,0.41,0.31,0.09,0.339,0.155,0.0695,0.09,7,0.094
6739,F,0.64,0.505,0.19,1.2355,0.4435,0.3105,0.365,14,0.427
6740,M,0.635,0.495,0.195,1.172,0.445,0.3115,0.3475,11,0.379
6741,I,0.385,0.29,0.1,0.2575,0.1,0.061,0.086,6,0.072
6742,F,0.64,0.5,0.15,1.2015,0.559,0.231,0.3355,9,0.307
6743,I,0.415,0.31,0.11,0.2965,0.123,0.057,0.0995,10,0.074
6744,F,0.575,0.485,0.165,1.0405,0.419,0.264,0.3,14,0.321
6745,M,0.715,0.52,0.18,1.6,0.708,0.3525,0.445,12,0.447
6746,M,0.64,0.52,0.2,1.407,0.566,0.304,0.455,17,0.386
6747,M,0.66,0.525,0.2,1.489,0.6065,0.3795,0.421,10,0.462
6748,F,0.585,0.455,0.13,0.8755,0.411,0.2065,0.225,8,0.239
6749,M,0.465,0.36,0.11,0.4955,0.2665,0.085,0.121,7,0.108
6750,F,0.475,0.39,0.12,0.5305,0.2135,0.1155,0.17,10,0.147
6751,I,0.5,0.385,0.12,0.516,0.197,0.1305,0.165,8,0.154
6752,M,0.645,0.5,0.175,1.3385,0.633,0.299,0.349,11,0.357
6753,F,0.655,0.505,0.165,1.367,0.5835,0.3515,0.396,10,0.387
6754,I,0.43,0.34,0.105,0.4405,0.2385,0.0745,0.1075,6,0.095
6755,F,0.67,0.585,0.16,1.309,0.5445,0.2945,0.413,10,0.351
6756,F,0.45,0.35,0.145,0.5425,0.1765,0.123,0.175,13,0.191
6757,M,0.56,0.425,0.135,0.9415,0.509,0.2015,0.1975,9,0.235
6758,I,0.59,0.45,0.125,0.86,0.437,0.1515,0.245,9,0.178
6759,M,0.73,0.575,0.21,2.069,0.9285,0.409,0.643,11,0.497
6760,M,0.67,0.54,0.195,1.217,0.532,0.2735,0.3315,11,0.354
6761,F,0.595,0.475,0.16,1.1405,0.547,0.231,0.271,6,0.323
6762,I,0.44,0.325,0.11,0.4965,0.258,0.1195,0.1075,8,0.131
6763,F,0.38,0.325,0.11,0.3105,0.12,0.074,0.105,10,0.086
6764,M,0.525,0.4,0.13,0.622,0.2655,0.147,0.184,9,0.172
6765,F,0.415,0.305,0.105,0.3605,0.12,0.082,0.1,10,0.14
6766,F,0.38,0.305,0.105,0.281,0.1045,0.0615,0.09,12,0.087
6767,M,0.57,0.46,0.14,0.9535,0.4465,0.2065,0.245,12,0.262
6768,F,0.625,0.47,0.17,1.255,0.525,0.2415,0.405,10,0.325
6769,M,0.745,0.575,0.2,1.884,0.954,0.336,0.495,12,0.435
6770,F,0.585,0.46,0.165,1.058,0.486,0.25,0.294,9,0.278
6771,M,0.615,0.47,0.155,1.2,0.5085,0.32,0.292,8,0.4
6772,F,0.51,0.37,0.21,1.183,0.508,0.292,0.343,9,0.332
6773,M,0.57,0.475,0.195,1.0295,0.4635,0.1905,0.305,18,0.261
6774,I,0.36,0.285,0.105,0.2415,0.0915,0.057,0.075,7,0.075
6775,F,0.675,0.55,0.18,1.6885,0.562,0.3705,0.6,15,0.526
6776,M,0.725,0.565,0.215,1.891,0.6975,0.4725,0.58,16,0.614
6777,F,0.67,0.505,0.205,1.3645,0.6075,0.3025,0.353,9,0.404
6778,F,0.57,0.495,0.16,1.0915,0.452,0.275,0.315,14,0.324
6779,F,0.495,0.41,0.125,0.7555,0.3355,0.129,0.214,9,0.206
6780,I,0.58,0.445,0.17,1.178,0.3935,0.2165,0.315,20,0.469
6781,F,0.515,0.375,0.11,0.6065,0.3005,0.131,0.15,6,0.156
6782,M,0.515,0.38,0.135,0.6615,0.2875,0.2095,0.155,10,0.219
6783,I,0.375,0.285,0.09,0.257,0.1045,0.062,0.075,7,0.078
6784,M,0.575,0.445,0.145,0.847,0.415,0.1945,0.22,9,0.212
6785,I,0.395,0.32,0.1,0.3075,0.149,0.0535,0.09,8,0.069
6786,M,0.445,0.35,0.115,0.3615,0.1565,0.0695,0.117,8,0.088
6787,M,0.62,0.5,0.18,1.3915,0.726,0.2795,0.332,11,0.333
6788,F,0.53,0.415,0.15,0.7775,0.237,0.1415,0.33,20,0.21
6789,I,0.52,0.395,0.125,0.663,0.3005,0.131,0.1905,9,0.172
6790,M,0.575,0.435,0.15,0.805,0.293,0.1625,0.27,17,0.242
6791,I,0.44,0.35,0.125,0.456,0.21,0.0955,0.131,8,0.115
6792,F,0.63,0.51,0.185,1.235,0.5115,0.349,0.3065,11,0.417
